,1010006288,1010000785,1010003189,1010006287,1010006290,1010003188,1010001545,1010007336,1010014462,1010006056,1010022672,1010005535,1010003762,1010012801,1010004353,1010010913,1010001769,1010005538,1010003761,1010015072,1010002038,1010008583,1010005536,1010010917,1010006466,1010010912,1010010914,1010005546,1010015744,1010010918,1010005534,1010010618,1010021896,1010008077,1010011531,1010014460,1010014997,1010021160,1010015875,1010005539,1010020613,1010008078,1010000407,1010020313,1010015993,1010014996,1010013896,1010003763,1010005548,1010021837,1010006762,1010000405,1010022862,1010020576,1010015073,1010005537,E00011326,E00011710
E00011202,11961.496695971993,3275.920816569602,2632.9830563739883,3064.7936281945417,6811.884115778279,4950.937909279361,2914.2837561946144,2547.4956085283093,5006.431216673655,3575.9252347629413,5210.563413277146,5445.66751225829,4986.173426785134,4897.916648398219,6292.051981762218,7802.013322381394,7098.311765439149,7576.210173400558,3161.130771413348,4832.049323521847,7380.009467371148,5804.248989809699,2785.014763127413,5101.738079669059,5069.885961070124,3173.562372716044,1586.7658858491027,4279.543873579962,4233.53065786524,7372.732441141447,5204.749583550998,2811.281849501523,8720.796387301063,7599.874697681931,6136.932119450275,3717.9033781260714,6441.65289532703,7365.084131715786,2472.943229802668,8918.544576988654,2341.2970315320713,7802.013322381394,2868.616733125556,4689.2414870053135,7182.352064042749,5253.771986021831,6212.192321261154,7862.723626535904,2696.907898812313,2666.322691379719,7638.959722046483,7278.364216886067,7694.507730003237,7035.37062276235,8244.437735120036,4997.127200914707,6190.720499113858,11356.22070117906
E00011203,10245.142980092896,2008.7707145052377,1365.8329543096236,1356.1977924883377,5532.309332173413,3242.3420735731574,1647.1336541302485,1267.9208249234446,4135.589860518119,2308.7751326985767,3698.6169212748414,4166.092728653424,3269.819710906041,4694.875445509609,4575.698265883125,6890.170667191264,5818.736981834283,5859.856457521464,2032.324225916878,3123.453487815644,5671.413631664946,5351.617583221262,1517.864661063049,3393.142243962856,4400.2398743753565,1906.4122706516794,2069.5025194931063,2999.969089975097,2953.955874260375,5664.136605435245,3925.174799946135,2608.2406466129128,7004.442671421967,6320.299914077065,4420.57840357118,2009.3075424198673,4733.057059620827,5656.488296009583,1410.8863914855672,7209.94874128245,995.6600484817329,6890.170667191264,2665.5755302369457,3422.0913849409503,5903.69161587268,3537.4182701427385,4503.596485554951,6950.880971345775,1639.446306274752,1386.747907774854,5930.36388634028,5569.768381179864,6415.847281833168,6014.43385807287,7233.7778902432565,3280.7734850356146,4911.145715508995,9647.624865472859
E00011204,11566.42119546499,2880.8453160625977,2237.9075558669842,2669.718127687538,6416.808615271276,4555.862408772357,2519.2082556876103,2152.4201080213056,4611.3557161666495,3180.849734255937,4815.487912770141,5050.592011751287,4591.097926278133,4502.841147891215,5896.976481255217,7406.93782187439,6703.236264932146,7181.134672893555,2766.0552709063436,4436.973823014844,6984.933966864146,5409.173489302695,2389.939262620409,4706.662579162055,4674.81046056312,2778.48687220904,1191.6903853420988,3884.468373072959,3838.455157358235,6977.656940634443,4809.674083043995,2416.2063489945194,8325.72088679406,7204.799197174928,5741.856618943272,3322.827877619068,6046.577394820027,6970.0086312087815,2077.867729295663,8523.46907648165,1946.2215310250676,7406.93782187439,2473.5412326185524,4294.16598649831,6787.276563535745,4858.69648551483,5817.1168207541505,7467.6481260289,2301.8323983053087,2271.2471908727152,7243.884221539479,6883.288716379063,7299.432229496233,6640.295122255346,7849.362234613032,4602.0517004077055,5795.644998606855,10961.145200672057
E00011205,9931.798972325054,1928.7982351277471,1285.860474932133,1035.0959045476038,5452.336852795923,2921.2401856324254,1567.1611747527581,1187.948345545954,4055.6173811406293,2228.8026533210864,3377.5150333341094,4086.120249275934,2956.4757031381987,4614.902966132118,4262.354258115282,6810.198187813774,5738.764502456793,5546.512449753623,1952.3517465393877,2802.351599874912,5350.3117437242145,5271.645103843771,1437.8921816855584,3072.040356022124,4320.267394997865,1826.4397912741888,2217.091256061641,2834.4867505041784,2759.707377233268,5343.034717494512,3730.926302919028,2528.2681672354224,6691.098663654125,6240.327434699575,4107.234395803336,1688.205654479134,4411.955171680095,5335.38640806885,1330.9139121080766,6888.846853341719,655.653563410998,6810.198187813774,2585.6030508594554,3342.11890556346,5823.719136495189,3224.074262374896,4182.494597614218,6870.908491968285,1559.4738268972617,1306.7754283973634,5609.261998399547,5248.666493239131,6335.874802455677,5934.461378695379,7153.805410865765,2967.429477267772,4716.897218481888,9326.522977532126
E00011206,9400.936951989639,1897.918480851518,1461.026491767243,511.99176438508005,5141.244451850554,2398.136045469901,1545.8861799524448,1154.0378147903605,4230.783397975738,2220.768676993354,2854.4108931715846,3775.0278483305638,2425.613682802784,4790.068982967228,3731.4922377798675,6885.129944024769,5427.672101511423,5015.650429418208,2127.517763374497,2279.247459712388,4827.207603561688,5446.811120678881,1407.0124274093293,2548.9362158595995,4495.433411832975,1951.0481202867766,2392.257272896751,2481.747874452372,2406.9685011814613,4819.930577331986,3265.727193197901,2703.4341840705324,6160.236643318712,5929.235033754206,3576.3723754679218,1165.1015143166098,3888.851031517569,4812.282267906324,1506.0799289431866,6365.742713179193,613.2623770771597,6885.129944024769,2760.7690676945654,3308.1605592015508,5607.9346782157045,2693.212242039481,3659.3904574516932,6778.918535913524,1734.6398437323717,1259.2953732428014,5086.157858237021,4725.562353076605,6120.090344176193,5718.6769204158945,6938.020952586281,2436.5674569323573,4221.631040632945,8803.4188373696
E00011207,9927.631929683834,2424.613458545712,1802.2713780262668,1038.686742079274,5667.939429544747,2924.8310231640958,2072.581157646639,1680.7327924845545,4572.028284234763,2745.21355641522,3381.1058708657797,4301.722826024758,2952.308660496978,5131.313869226253,4258.187215474062,7326.6090909079085,5954.367079205617,5542.345407112402,2468.762649633521,2805.9424374065825,5353.902581255885,5788.056006937906,1933.7074051035233,3075.631193553794,4836.678298092001,2342.850694368323,2653.5708029390485,3008.4428521465666,2933.663478875656,5346.625555026182,3792.4221708920963,3044.679070329557,6686.9316210129045,6455.9300114483995,4103.067353162116,1691.796492010804,4415.5460092117655,5338.97724560052,1847.3248152022104,6892.437690873389,1139.957354771354,7326.6090909079085,3102.01395395359,3834.8555368957445,6134.629655909899,3219.9072197336754,4186.085435145888,7305.613513607718,2075.8847299913955,1785.9903509369954,5612.852835931218,5252.257330770802,6646.785321870388,6245.371898110089,7464.715930280476,2963.2624346265516,4748.32601832714,9330.113815063796
E00011208,10301.94225906947,2330.060733799753,1687.1229736041391,1412.9970714649123,5853.59935146793,3299.141352549732,1968.4236734247643,1589.2108442179601,4456.879879812636,2630.065151993092,3755.4162002514154,4487.382747947941,3326.618989882616,5016.165464804125,4632.4975448597,7211.460686485781,6140.0270011288,5916.655736498039,2353.6142452113936,3180.2527667922186,5728.212910641521,5672.907602515777,1839.1546803575645,3449.9415229394303,4721.529893669872,2227.702289946195,2012.9963052566495,3321.2591092696134,3275.24589355489,5720.935884411819,4166.7325002777325,2929.530665907429,7061.241950398541,6641.589933371582,4477.377682547755,2066.106821396442,4789.856338597402,5713.287574986157,1732.1764107800827,7266.748020259026,1316.9500677762487,7211.460686485781,2986.865549531462,3743.3814042354657,6224.981635167196,3594.2175491193134,4560.395764531525,7272.170990640291,1960.7363255692678,1708.0379270693695,5987.163165316854,5626.567660156438,6737.137301127685,6335.723877367386,7555.067909537773,3337.5727640121895,5122.636347712775,9704.424144449433
E00011209,11039.194286199323,2780.921464060845,2137.9837038652313,2150.2490985947643,6316.884763269523,4036.3933796795845,2419.2844036858573,2052.496256019553,4907.740610073729,3080.9258822541847,4492.6682273812685,4950.668159749534,4063.871017012468,5280.820265682866,5369.749571989552,7662.321416746871,6603.312412930393,6653.907763627891,2804.4749754724853,3917.5047939220713,6465.464937771372,6123.76833277687,2290.0154106186565,4187.1935500692825,5172.3906239309645,2678.5630202072875,1969.66950313375,3784.5445210712064,3738.5313053564823,6458.187911541671,4709.750231042242,3194.1854667861703,7798.493977528396,7104.875345173175,5214.629709677608,2803.3588485262944,5527.108365727254,6450.5396021160095,2183.037141041174,8004.000047388877,1846.2976790233151,7662.321416746871,3251.5203504102033,4194.242134496558,6688.267046968789,4331.469576249166,5297.647791661378,7723.031720901382,2411.5970558303593,2171.3233388709627,6724.415192446707,6363.819687286291,7200.422712929278,6799.009289168979,8018.353321339366,4074.8247911420417,5695.721146605102,10441.676171579282
E00011210,10284.08336190257,2441.1911392873544,1798.2533790917403,1395.1381742980127,5964.729756955532,3281.2824553828323,2079.5540789123656,1700.3412497055615,4568.010285300237,2741.195557480694,3737.5573030845158,4598.513153435543,3308.7600927157164,5127.295870291726,4614.6386476928,7322.5910919733815,6251.157406616402,5898.796839331139,2464.7446506989945,3162.393869625319,5710.354013474622,5784.038008003378,1950.2850858451657,3432.0826257725307,4832.660299157473,2338.8326954337963,2126.8228903550544,3364.8942843653035,3290.114911094393,5703.076987244919,4148.873603110833,3040.66107139503,7043.3830532316415,6752.720338859184,4459.518785380856,2048.247924229542,4771.9974414305025,5695.428677819257,1843.3068162676839,7248.889123092126,1428.08047326385,7322.5910919733815,3097.995955019063,3854.5118097230675,6336.112040654798,3576.3586519524138,4542.536867364625,7383.301396127892,2071.866731056869,1819.1683325569709,5969.304268149955,5608.708762989539,6848.267706615286,6446.854282854988,7666.1983150253745,3319.71386684529,5104.777450545876,9686.565247282535
